word,stem,suffix,freq
"$24,926,615",5,"$24,926,61",10
$2400,0,$240,11
$25,5,$2,10
"$25,000",0,"$25,00",11
$250,0,$25,11
"$250,000",0,"$250,00",11
$2500,0,$250,11
$251,1,$25,5
"$253,355,000",0,"$253,355,00",11
"$26,000,000",0,"$26,000,00",11
$27.50,0,$27.5,11
"$278,877,000",0,"$278,877,00",11
$28,8,$2,5
"$28,700,000",0,"$28,700,00",11
$28.00,0,$28.0,11
$29,9,$2,5
"$29,000",0,"$29,00",11
$297,7,$29,8
"$3,000",0,"$3,00",11
"$3,500",0,"$3,50",11
"$3,500,000",0,"$3,500,00",11
"$3,675",5,"$3,67",10
"$3,825",5,"$3,82",10
$3.00,0,$3.0,11
$3.11,1,$3.1,5
$3.15,5,$3.1,10
$3.22,2,$3.2,5
$3.5,5,$3.,10
$3.50,0,$3.5,11
$30,0,$3,11
"$30,000",0,"$30,00",11
"$30,000,000",0,"$30,000,00",11
$300,0,$30,11
"$300,000",0,"$300,00",11
"$300,000,000",0,"$300,000,00",11
$306,6,$30,10
"$31,179,816",6,"$31,179,81",10
$310,0,$31,11
$3100,0,$310,11
"$32,000",0,"$32,00",11
$325,5,$32,10
"$344,000",0,"$344,00",11
$35,5,$3,10
"$35,823",3,"$35,82",6
$350,0,$35,11
"$350,000",0,"$350,00",11
$36,6,$3,10
$37,7,$3,8
"$37,500",0,"$37,50",11
$380,0,$38,11
"$39,000",0,"$39,00",11
$39.5,5,$39.,10
"$395,000",0,"$395,00",11
"$4,000",0,"$4,00",11
"$4,000,000",0,"$4,000,00",11
"$4,177.37",7,"$4,177.3",8
"$4,500",0,"$4,50",11
"$4,500,000",0,"$4,500,00",11
"$4,700",0,"$4,70",11
"$4,753",3,"$4,75",6
"$4,800",0,"$4,80",11
$4.9,9,$4.,5
$4.98,8,$4.9,5
$4/mbf,f,$4/mb,14
$40,0,$4,11
"$40,000",0,"$40,00",11
"$40,000,000",0,"$40,000,00",11
$400,0,$40,11
$4200,0,$420,11
"$43,000",0,"$43,00",11
$43.50,0,$43.5,11
$45,5,$4,10
$450,0,$45,11
"$450,000",0,"$450,00",11
"$451,500",0,"$451,50",11
"$457,000",0,"$457,00",11
$46.7,7,$46.,8
"$47,101,000",0,"$47,101,00",11
"$5,000",0,"$5,00",11
"$5,000,000",0,"$5,000,00",11
$5.2,2,$5.,5
$5.4,4,$5.,5
$50,0,$5,11
"$50,000",0,"$50,00",11
"$50,400,000",0,"$50,400,00",11
$500,0,$50,11
"$500,000",0,"$500,00",11
$5000,0,$500,11
"$52,500",0,"$52,50",11
$538,8,$53,5
"$55,000",0,"$55,00",11
$550,0,$55,11
$56,6,$5,10
"$57,500",0,"$57,50",11
"$58,918",8,"$58,91",5
$580,0,$58,11
$581,1,$58,5
"$581,000",0,"$581,00",11
"$590,000",0,"$590,00",11
"$6,100,000,000",0,"$6,100,000,00",11
"$6,666.66",6,"$6,666.6",10
$60,0,$6,11
"$60,000",0,"$60,00",11
$600,0,$60,11
$610,0,$61,11
"$625,561",1,"$625,56",5
$63.8,8,$63.,5
"$634,517,000",0,"$634,517,00",11
$639,9,$63,5
$65,5,$6,10
"$65,000",0,"$65,00",11
$650,0,$65,11
"$66,000",0,"$66,00",11
"$67,000",0,"$67,00",11
"$7,000",0,"$7,00",11
"$7,000,000",0,"$7,000,00",11
"$7,082",2,"$7,08",5
"$7,500,000",0,"$7,500,00",11
$7.00,0,$7.0,11
$7.20,0,$7.2,11
$7.50,0,$7.5,11
$70,0,$7,11
"$70,000",0,"$70,00",11
$700,0,$70,11
$720,0,$72,11
$73.50,0,$73.5,11
$740,0,$74,11
"$740,000",0,"$740,00",11
$75,5,$7,10
"$75,000,000",0,"$75,000,00",11
$750,0,$75,11
"$750,000",0,"$750,00",11
$754,4,$75,5
"$77,389,000",0,"$77,389,00",11
$79.89,9,$79.8,5
"$8,250",0,"$8,25",11
"$8,313,514",4,"$8,313,51",5
"$8,555",5,"$8,55",10
$8.00,0,$8.0,11
$8.5,5,$8.,10
$8.50,0,$8.5,11
$80,0,$8,11
"$80,738",8,"$80,73",5
$800,0,$80,11
"$800,000",0,"$800,00",11
$81,1,$8,5
"$83,750",0,"$83,75",11
"$84,000,000",0,"$84,000,00",11
"$840,000",0,"$840,00",11
"$842,617",7,"$842,61",8
$85,5,$8,10
"$85,000",0,"$85,00",11
"$88,000",0,"$88,00",11
"$9,841,000",0,"$9,841,00",11
$9.2,2,$9.,5
$9.50,0,$9.5,11
$90,0,$9,11
$900,0,$90,11
$94,4,$9,5
'20's,s,'20',24
'20s,s,'20,24
'30s,s,'30,24
'40's,s,'40',24
'50's,s,'50',24
'60s,s,'60,24
'80's,s,'80',24
'90s,s,'90,24
'?',','?,5
'thirties,s,'thirtie,24
**b,b,**,13
**ya,a,**y,24
**yb,b,**y,13
**yc,c,**y,17
**ye,e,**y,24
**yf,f,**y,14
**yg,g,**y,13
**yj,j,**y,1
**yl,l,**y,12
**ym,m,**y,16
**ymg,g,**ym,13
**yp,p,**y,13
**yr,r,**y,13
**yt,t,**y,20
**zg,g,**z,13
**zq,q,**z,2
/l/,/,/l,3
/r/,/,/r,3
0.002'','',0.002,9
0.3m,m,0.3,16
0.5'','',0.5,9
0.85%,%,0.85,10
1'','',1,9
1.25%,%,1.25,10
1.8%,%,1.8,10
1/16'','',1/16,9
1/2'','',1/2,9
1/4'','',1/4,9
1/8'','',1/8,9
10%,%,10,10
10'','',10,9
10.6%,%,10.6,10
10.8%,%,10.8,10
100%,%,100,10
11%,%,11,10
12%,%,12,10
12',',12,5
12'','',12,9
129%,%,129,10
12a,a,12,24
13%,%,13,10
14%,%,14,10
15%,%,15,10
1700's,s,1700',24
1770's,s,1770',24
18'.5,5,18'.,10
1800's,s,1800',24
1840's,s,1840',24
1850's,s,1850',24
1860's,s,1860',24
1870's,s,1870',24
1880s,s,1880,24
1890's,s,1890',24
1890s,s,1890,24
1900's,s,1900',24
1920's,s,1920',24
1920s,s,1920,24
1930's,s,1930',24
1930s,s,1930,24
1940's,s,1940',24
1940s,s,1940,24
1950's,s,1950',24
1950s,s,1950,24
1960's,s,1960',24
1960s,s,1960,24
1970s,s,1970,24
2'','',2,9
2.295%,%,2.295,10
2.325%,%,2.325,10
2.5%,%,2.5,10
20%,%,20,10
21%,%,21,10
21/64'','',21/64,9
22%,%,22,10
237%,%,237,10
24%,%,24,10
24'','',24,9
242%,%,242,10
25%,%,25,10
25.1%,%,25.1,10
27%,%,27,10
3'','',3,9
3.25'','',3.25,9
3.5%,%,3.5,10
3/16'','',3/16,9
3/64'','',3/64,9
30%,%,30,10
30'','',30,9
320tr,r,320t,13
340tr,r,340t,13
35%,%,35,10
3mm,m,3m,16
40%,%,40,10
45%,%,45,10
450,0,45,11
46%,%,46,10
47.1%,%,47.1,10
48'','',48,9
49%,%,49,10
5/16'','',5/16,9
5/64'','',5/64,9
50%,%,50,10
50',',50,5
57%,%,57,10
58.8%,%,58.8,10
6'.7,7,6'.,8
60%,%,60,10
60's,s,60',24
61.2%,%,61.2,10
64%,%,64,10
65%,%,65,10
7'','',7,9
7.6%,%,7.6,10
7/16'','',7/16,9
70%,%,70,10
70's,s,70',24
742c,c,742,17
75%,%,75,10
80%,%,80,10
80's,s,80',24
85%,%,85,10
86%,%,86,10
9/32'','',9/32,9
90%,%,90,10
a's,s,a',24
a/3,3,a/,6
aaa,a,aa,24
aab/,/,aab,3
abandon,on,aband,18
abandonment,t,abandonmen,20
abaringe,e,abaring,24
abasement,t,abasemen,20
abberations,s,abberation,24
abbey,y,abbe,22
abbot,t,abbo,20
abbreviation,on,abbreviati,18
abbreviations,s,abbreviation,24
abdomen,men,abdo,18
abdominis,s,abdomini,24
abduction,on,abducti,18
aberration,on,aberrati,18
aberrations,s,aberration,24
abeyance,e,abeyanc,24
abilities,s,abilitie,24
ability,y,abilit,22
abjection,on,abjecti,18
ablation,on,ablati,18
abnormalities,s,abnormalitie,24
abo,o,ab,20
abode,e,abod,24
abolition,on,aboliti,18
abolitionist,t,abolitionis,20
abolitionists,s,abolitionist,24
aborigine,e,aborigin,24
aborigines,s,aborigine,24
abortion,on,aborti,18
abortions,s,abortion,24
abreaction,on,abreacti,18
abridgment,t,abridgmen,20
abruptness,s,abruptnes,24
abscesses,s,abscesse,24
abscissa,a,absciss,24
absence,e,absenc,24
absences,s,absence,24
absentee,e,absente,24
absenteeism,ism,absentee,18
absentia,a,absenti,24
absinthe,e,absinth,24
absolute,e,absolut,24
absoluteness,s,absolutenes,24
absolutes,s,absolute,24
absolution,on,absoluti,18
absorbency,y,absorbenc,22
absorber,er,absorb,23
absorption,on,absorpti,18
absorptions,s,absorption,24
abstention,on,abstenti,18
abstinence,e,abstinenc,24
abstract,t,abstrac,20
abstractedness,s,abstractednes,24
abstraction,on,abstracti,18
abstractionism,ism,abstraction,18
abstractionists,s,abstractionist,24
abstractions,s,abstraction,24
abstractors,s,abstractor,24
abstracts,s,abstract,24
abstrusenesses,s,abstrusenesse,24
absurdities,s,absurditie,24
absurdity,y,absurdit,22
abundance,e,abundanc,24
abuse,e,abus,24
abuses,s,abuse,24
abutments,s,abutment,24
abyss,s,abys,24
acacia,a,acaci,24
academeh,h,academe,13
academic,c,academi,17
academics,s,academic,24
academies,s,academie,24
academy,y,academ,22
acceleration,on,accelerati,18
accelerations,s,acceleration,24
accelerator,or,accelerat,21
accelerators,s,accelerator,24
accelerometer,er,acceleromet,23
accelerometers,s,accelerometer,24
accent,t,accen,20
accenting,ing,accent,23
accents,s,accent,24
acceptability,y,acceptabilit,22
acceptance,e,acceptanc,24
access,s,acces,24
accesses,s,accesse,24
accessibility,y,accessibilit,22
accessions,s,accession,24
accessories,s,accessorie,24
accessory,y,accessor,22
accident,t,acciden,20
accidents,s,accident,24
acclaim,m,acclai,16
acclamation,on,acclamati,18
accolade,e,accolad,24
accolades,s,accolade,24
accommodation,on,accommodati,18
accommodations,s,accommodation,24
accomodations,s,accomodation,24
accompaniment,t,accompanimen,20
accompaniments,s,accompaniment,24
accompanist,t,accompanis,20
accompanists,s,accompanist,24
accomplice,e,accomplic,24
accomplices,s,accomplice,24
accomplishment,t,accomplishmen,20
accomplishments,s,accomplishment,24
accord,d,accor,11
accordance,e,accordanc,24
accordion,on,accordi,18
account,t,accoun,20
accountability,y,accountabilit,22
accountant,t,accountan,20
accountants,s,accountant,24
accounting,ing,account,23
accounts,s,account,24
accouterments,s,accouterment,24
accreditation,on,accreditati,18
accretion,on,accreti,18
accretions,s,accretion,24
acculturation,on,acculturati,18
accumulation,on,accumulati,18
accuracy,y,accurac,22
accusation,on,accusati,18
accusations,s,accusation,24
ace,e,ac,24
aces,s,ace,24
acetate,e,acetat,24
acetone,e,aceton,24
acetonemia,a,acetonemi,24
ache,e,ach,24
achievement,t,achievemen,20
achievements,s,achievement,24
acid,d,aci,11
acidity,y,acidit,22
acids,s,acid,24
acknowledgement,t,acknowledgemen,20
acknowledgment,t,acknowledgmen,20
acknowledgments,s,acknowledgment,24
acolyte,e,acolyt,24
aconte,e,acont,24
acorns,s,acorn,24
acoustics,s,acoustic,24
acquaintance,e,acquaintanc,24
acquiescence,e,acquiescenc,24
acquiesence,e,acquiesenc,24
acquisition,on,acquisiti,18
acquisitions,s,acquisition,24
acquisitiveness,s,acquisitivenes,24
acquittal,al,acquitt,19
acre,e,acr,24
acreage,e,acreag,24
acres,s,acre,24
acrobacy,y,acrobac,22
acrobatics,s,acrobatic,24
acrobats,s,acrobat,24
acrylic,c,acryli,17
act,t,ac,20
acting,ing,act,23
actinometer,er,actinomet,23
action,on,acti,18
actions,s,action,24
activation,on,activati,18
active,e,activ,24
actives,s,active,24
activism,ism,activ,18
activities,s,activitie,24
activity,y,activit,22
actor,or,act,21
actors,s,actor,24
actress,s,actres,24
actresses,s,actresse,24
acts,s,act,24
actualities,s,actualitie,24
actuality,y,actualit,22
acumen,men,acu,18
adage,e,adag,24
adagio,o,adagi,20
adagios,s,adagio,24
adaptation,on,adaptati,18
adaptations,s,adaptation,24
adapter,er,adapt,23
adapters,s,adapter,24
adapting,ing,adapt,23
adc,c,ad,17
addiction,on,addicti,18
addicts,s,addict,24
adding,ing,add,23
addition,on,additi,18
additions,s,addition,24
additive,e,additiv,24
additives,s,additive,24
address,s,addres,24
addressees,s,addressee,24
addresses,s,addresse,24
adenomas,s,adenoma,24
adequacy,y,adequac,22
adherence,e,adherenc,24
adherent,t,adheren,20
adherents,s,adherent,24
adhesion,on,adhesi,18
adhesive,e,adhesiv,24
adhesives,s,adhesive,24
adjective,e,adjectiv,24
adjectives,s,adjective,24
adjournment,t,adjournmen,20
adjudication,on,adjudicati,18
adjunct,t,adjunc,20
adjuncts,s,adjunct,24
adjustment,t,adjustmen,20
adjustments,s,adjustment,24
administration,on,administrati,18
administrator,or,administrat,21
administrators,s,administrator,24
adminstration,on,adminstrati,18
admirals,s,admiral,24
admiralty,y,admiralt,22
admiration,on,admirati,18
admirer,er,admir,23
admirers,s,admirer,24
admission,on,admissi,18
admissions,s,admission,24
admittance,e,admittanc,24
admonishments,s,admonishment,24
admonition,on,admoniti,18
admonitions,s,admonition,24
adobe,e,adob,24
adolescence,e,adolescenc,24
adolescent,t,adolescen,20
adolescents,s,adolescent,24
adoption,on,adopti,18
adrenal,al,adren,19
adroitness,s,adroitnes,24
ads,s,ad,24
adulation,on,adulati,18
adult,t,adul,20
adulterers,s,adulterer,24
adultery,y,adulter,22
adulthood,d,adulthoo,11
adults,s,adult,24
advance,e,advanc,24
advancement,t,advancemen,20
advancements,s,advancement,24
advances,s,advance,24
advantage,e,advantag,24
advantages,s,advantage,24
advent,t,adven,20
adventure,e,adventur,24
adventurers,s,adventurer,24
adventures,s,adventure,24
adverb,b,adver,13
adverbs,s,adverb,24
adversaries,s,adversarie,24
adversary,y,adversar,22
adversity,y,adversit,22
advertisement,t,advertisemen,20
advertisements,s,advertisement,24
advertisers,s,advertiser,24
advertising,ing,advertis,23
advice,e,advic,24
advisability,y,advisabilit,22
advisement,t,advisemen,20
adviser,er,advis,23
advisers,s,adviser,24
advisor,or,advis,21
advisors,s,advisor,24
advisory,y,advisor,22
advocacy,y,advocac,22
advocate,e,advocat,24
advocates,s,advocate,24
aec,c,ae,17
aec's,s,aec',24
aegis,s,aegi,24
aeon,on,ae,18
aeration,on,aerati,18
aerator,or,aerat,21
aerials,s,aerial,24
aerosol,l,aeroso,12
aerosols,s,aerosol,24
aesthetes,s,aesthete,24
aesthetic,c,aestheti,17
aesthetics,s,aesthetic,24
affair,r,affai,13
affairs,s,affair,24
affect,t,affec,20
affectation,on,affectati,18
affection,on,affecti,18
affections,s,affection,24
affects,s,affect,24
affidavits,s,affidavit,24
affiliates,s,affiliate,24
affiliation,on,affiliati,18
affiliations,s,affiliation,24
affinities,s,affinitie,24
affinity,y,affinit,22
affirmation,on,affirmati,18
affirmations,s,affirmation,24
affliction,on,afflicti,18
afflictions,s,affliction,24
affluence,e,affluenc,24
affront,t,affron,20
afghan,an,afgh,17
aficionado,o,aficionad,20
aftermath,th,afterma,15
afternoon,on,afterno,18
afternoons,s,afternoon,24
agates,s,agate,24
age,e,ag,24
agencies,s,agencie,24
agency,y,agenc,22
agenda,a,agend,24
agent,t,agen,20
agents,s,agent,24
ages,s,age,24
agglomeration,on,agglomerati,18
agglutination,on,agglutinati,18
agglutinin,in,agglutin,21
agglutinins,s,agglutinin,24
aggregate,e,aggregat,24
aggregation,on,aggregati,18
aggregations,s,aggregation,24
aggression,on,aggressi,18
aggressions,s,aggression,24
aggressiveness,s,aggressivenes,24
aggressor,or,aggress,21
agility,y,agilit,22
agitation,on,agitati,18
agitator,or,agitat,21
agitators,s,agitator,24
agnomen,men,agno,18
agnostics,s,agnostic,24
agonies,s,agonie,24
agony,y,agon,22
agrarian,an,agrari,17
agreeableness,s,agreeablenes,24
agreement,t,agreemen,20
agreements,s,agreement,24
agriculture,e,agricultur,24
ague,e,agu,24
ah6,6,ah,10
aia,a,ai,24
aiche,e,aich,24
aid,d,ai,11
aid's,s,aid',24
aide,e,aid,24
aides,s,aide,24
aids,s,aid,24
aiee,e,aie,24
ailerons,s,aileron,24
ailment,t,ailmen,20
ailments,s,ailment,24
aim,m,ai,16
aimo,o,aim,20
aims,s,aim,24
air,r,ai,13
aircraft,t,aircraf,20
airdrops,s,airdrop,24
airfield,d,airfiel,11
airfields,s,airfield,24
airflow,ow,airfl,11
airframe,e,airfram,24
airlift,t,airlif,20
airline,e,airlin,24
airlines,s,airline,24
airlock,k,airloc,12
airmail,l,airmai,12
airmen,men,air,18
airplane,e,airplan,24
airplanes,s,airplane,24
airport,t,airpor,20
airports,s,airport,24
airs,s,air,24
airspeed,d,airspee,11
airstrip,p,airstri,13
airstrips,s,airstrip,24
airways,s,airway,24
aisle,e,aisl,24
aja,a,aj,24
ajb,b,aj,13
aku,u,ak,13
alabaster,er,alabast,23
alarm,m,alar,16
alarms,s,alarm,24
album,m,albu,16
albumin,in,album,21
albums,s,album,24
alchemy,y,alchem,22
alcohol,l,alcoho,12
alcoholics,s,alcoholic,24
alcoholism,ism,alcohol,18
alcohols,s,alcohol,24
alcoves,s,alcove,24
alderman,an,alderm,17
aldermen,men,alder,18
ale,e,al,24
aleck,k,alec,12
alert,t,aler,20
alertness,s,alertnes,24
alfresco,o,alfresc,20
algae,e,alga,24
algaecide,e,algaecid,24
algebra,a,algebr,24
alginates,s,alginate,24
algorithm,m,algorith,16
alias,s,alia,24
alibi,i,alib,16
alibis,s,alibi,24
alien,en,ali,16
alienation,on,alienati,18
aliens,s,alien,24
alignment,t,alignmen,20
alignments,s,alignment,24
alimony,y,alimon,22
aliquots,s,aliquot,24
alizarin,in,alizar,21
alkali,i,alkal,16
alkalis,s,alkali,24
alkaloids,s,alkaloid,24
alkylbenzenesulfonates,s,alkylbenzenesulfonate,24
allay,y,alla,22
allegations,s,allegation,24
allegiance,e,allegianc,24
allegiances,s,allegiance,24
allegory,y,allegor,22
allergies,s,allergie,24
allergy,y,allerg,22
alleviation,on,alleviati,18
alley,y,alle,22
alleys,s,alley,24
alleyways,s,alleyway,24
alliance,e,allianc,24
alliances,s,alliance,24
allies,s,allie,24
alligator,or,alligat,21
alliteration,on,alliterati,18
allocation,on,allocati,18
allocations,s,allocation,24
allotment,t,allotmen,20
allotments,s,allotment,24
allowance,e,allowanc,24
allowances,s,allowance,24
alloy,y,allo,22
alloys,s,alloy,24
allure,e,allur,24
allurement,t,alluremen,20
allusion,on,allusi,18
allusions,s,allusion,24
allusiveness,s,allusivenes,24
ally,y,all,22
almond,d,almon,11
almonds,s,almond,24
aloes,s,aloe,24
aloneness,s,alonenes,24
aloofness,s,aloofnes,24
alphabet,t,alphabe,20
altar,ar,alt,18
alteration,on,alterati,18
alterations,s,alteration,24
altercation,on,altercati,18
alternate,e,alternat,24
alternation,on,alternati,18
alternative,e,alternativ,24
alternatives,s,alternative,24
altitude,e,altitud,24
alto,o,alt,20
altruism,ism,altru,18
alum,m,alu,16
aluminum,m,aluminu,16
alumnae,e,alumna,24
alumni,i,alumn,16
alundum,m,alundu,16
alveoli,i,alveol,16
alveolus,s,alveolu,24
amalgamation,on,amalgamati,18
amanuensis,s,amanuensi,24
amassing,ing,amass,23
amateur,r,amateu,13
amateurishness,s,amateurishnes,24
amateurs,s,amateur,24
amazement,t,amazemen,20
amazons,s,amazon,24
ambassador,or,ambassad,21
ambassadors,s,ambassador,24
ambiance,e,ambianc,24
ambiguities,s,ambiguitie,24
ambiguity,y,ambiguit,22
ambition,on,ambiti,18
ambitions,s,ambition,24
ambivalence,e,ambivalenc,24
ambulance,e,ambulanc,24
ambulances,s,ambulance,24
ambuscade,e,ambuscad,24
ambush,h,ambus,13
ambushes,s,ambushe,24
amendment,t,amendmen,20
amendments,s,amendment,24
amethystine,e,amethystin,24
amide,e,amid,24
amines,s,amine,24
amino,o,amin,20
amity,y,amit,22
ammo,o,amm,20
ammonium,m,ammoniu,16
ammunition,on,ammuniti,18
amorality,y,amoralit,22
amorist,t,amoris,20
amortization,on,amortizati,18
amount,t,amoun,20
amounts,s,amount,24
amp,p,am,13
amphetamines,s,amphetamine,24
amphibology,y,amphibolog,22
amphitheater,er,amphitheat,23
amplification,on,amplificati,18
amplifier,er,amplifi,23
amplifiers,s,amplifier,24
amplitude,e,amplitud,24
amulet,t,amule,20
amulets,s,amulet,24
amusement,t,amusemen,20
amusements,s,amusement,24
anachronism,ism,anachron,18
anachronisms,s,anachronism,24
anaconda,a,anacond,24
anacondas,s,anaconda,24
anaesthesia,a,anaesthesi,24
anagram,m,anagra,16
analogies,s,analogie,24
analogue,e,analogu,24
analogues,s,analogue,24
analogy,y,analog,22
analyses,s,analyse,24
analysis,s,analysi,24
analyst,t,analys,20
analysts,s,analyst,24
analyticity,y,analyticit,22
anaplasmosis,s,anaplasmosi,24
anaprapath,th,anaprapa,15
anarchist,t,anarchis,20
anarchy,y,anarch,22
anastomoses,s,anastomose,24
anastomosis,s,anastomosi,24
anatomical,al,anatomic,19
anatomicals,s,anatomical,24
anatomy,y,anatom,22
ancestor,or,ancest,21
ancestors,s,ancestor,24
ancestry,y,ancestr,22
anchor,or,anch,21
anchorage,e,anchorag,24
anchoritism,ism,anchorit,18
anchors,s,anchor,24
anchovy,y,anchov,22
ancient,t,ancien,20
ancients,s,ancient,24
andrena,a,andren,24
andrenas,s,andrena,24
anecdote,e,anecdot,24
anecdotes,s,anecdote,24
anemia,a,anemi,24
anesthetic,c,anestheti,17
anesthetics,s,anesthetic,24
angel,el,ang,20
angelica,a,angelic,24
angels,s,angel,24
anger,er,ang,23
angle,e,angl,24
angles,s,angle,24
anglophilia,a,anglophili,24
anglophobia,a,anglophobi,24
anguish,h,anguis,13
aniline,e,anilin,24
animal,al,anim,19
animals,s,animal,24
animation,on,animati,18
animism,ism,anim,18
animosity,y,animosit,22
anion,on,ani,18
anionics,s,anionic,24
anions,s,anion,24
anise,e,anis,24
anisotropy,y,anisotrop,22
ankle,e,ankl,24
ankles,s,ankle,24
annals,s,annal,24
annihilation,on,annihilati,18
anniversaries,s,anniversarie,24
anniversary,y,anniversar,22
announcement,t,announcemen,20
announcements,s,announcement,24
announcer,er,announc,23
announcers,s,announcer,24
annoyance,e,annoyanc,24
annoyances,s,annoyance,24
annual,al,annu,19
annum,m,annu,16
anode,e,anod,24
anodes,s,anode,24
anomalies,s,anomalie,24
anomaly,y,anomal,22
anomie,e,anomi,24
anonymity,y,anonymit,22
anorexia,a,anorexi,24
answer,er,answ,23
answers,s,answer,24
ant,t,an,20
antagonism,ism,antagon,18
antagonisms,s,antagonism,24
antagonist,t,antagonis,20
antagonists,s,antagonist,24
ante,e,ant,24
anteater,er,anteat,23
antecedent,t,anteceden,20
antecedents,s,antecedent,24
antelope,e,antelop,24
antenna,a,antenn,24
antennae,e,antenna,24
antennas,s,antenna,24
anteriors,s,anterior,24
anthems,s,anthem,24
anthology,y,antholog,22
anthropologist,t,anthropologis,20
anthropologists,s,anthropologist,24
anthropology,y,anthropolog,22
antibiotic,c,antibioti,17
antibiotics,s,antibiotic,24
antibodies,s,antibodie,24
antibody,y,antibod,22
anticipation,on,anticipati,18
anticipations,s,anticipation,24
anticoagulation,on,anticoagulati,18
antics,s,antic,24
antidote,e,antidot,24
antifundamentalist,t,antifundamentalis,20
antigen,en,antig,16
antipathy,y,antipath,22
antipodes,s,antipode,24
antiquarians,s,antiquarian,24
antique,e,antiqu,24
antiques,s,antique,24
antiquities,s,antiquitie,24
antiquity,y,antiquit,22
antiredeposition,on,antiredepositi,18
antiseptic,c,antisepti,17
